USD-JPY	06:00:11.180	94.794
EUR-JPY	06:00:11.191	123.587
USD-JPY	06:00:11.301	94.795
EUR-USD	06:00:11.371	1.30376
EUR-JPY	06:00:11.430	123.591
USD-JPY	06:00:11.482	94.795
EUR-JPY	06:00:11.491	123.589
EUR-JPY	06:00:11.550	123.589
USD-JPY	06:00:11.603	94.792
EUR-JPY	06:00:11.670	123.587
USD-JPY	06:00:11.791	94.791
EUR-USD	06:00:11.940	1.30377
EUR-JPY	06:00:11.971	123.58
USD-JPY	06:00:12.031	94.787
USD-JPY	06:00:12.092	94.787
EUR-JPY	06:00:12.210	123.578
USD-JPY	06:00:12.400	94.786
EUR-JPY	06:00:12.400	123.578
USD-JPY	06:00:12.711	94.784
EUR-USD	06:00:12.920	1.30376
EUR-JPY	06:00:12.942	123.575
EUR-USD	06:00:12.980	1.30375
EUR-USD	06:00:13.102	1.30375
USD-JPY	06:00:13.192	94.782
EUR-JPY	06:00:13.300	123.571
EUR-USD	06:00:13.351	1.30371
EUR-JPY	06:00:13.361	123.57
EUR-USD	06:00:13.470	1.3037
EUR-USD	06:00:13.651	1.30369
EUR-JPY	06:00:13.721	123.566
USD-JPY	06:00:13.732	94.781
EUR-USD	06:00:14.190	1.30369
USD-JPY	06:00:14.271	94.781
EUR-JPY	06:00:14.440	123.565
EUR-JPY	06:00:14.560	123.565
EUR-JPY	06:00:14.680	123.565
EUR-USD	06:00:14.730	1.30368
USD-JPY	06:00:14.810	94.782
EUR-JPY	06:00:14.919	123.564
EUR-JPY	06:00:15.221	123.561
USD-JPY	06:00:15.231	94.779
EUR-USD	06:00:15.411	1.30368
USD-JPY	06:00:15.531	94.778
EUR-JPY	06:00:15.581	123.558
EUR-USD	06:00:15.950	1.30368
EUR-USD	06:00:16.011	1.30368
EUR-JPY	06:00:16.090	123.558
USD-JPY	06:00:16.130	94.777
EUR-USD	06:00:17.085	1.30367
EUR-USD	06:00:18.352	1.30364
EUR-JPY	06:00:18.470	123.557
EUR-USD	06:00:18.657	1.30364
EUR-USD	06:00:18.931	1.30364
USD-JPY	06:00:18.932	94.78
EUR-JPY	06:00:19.021	123.555
EUR-USD	06:00:19.050	1.30361
EUR-JPY	06:00:19.139	123.554
EUR-JPY	06:00:19.199	123.554
USD-JPY	06:00:19.631	94.78
EUR-USD	06:00:19.644	1.30363
EUR-JPY	06:00:19.760	123.552
EUR-USD	06:00:20.180	1.30363
EUR-USD	06:00:20.710	1.30363
EUR-JPY	06:00:21.141	123.551
EUR-USD	06:00:21.192	1.30359
EUR-JPY	06:00:21.260	123.552
EUR-JPY	06:00:21.321	123.552
EUR-USD	06:00:21.432	1.30362
EUR-JPY	06:00:21.441	123.555
USD-JPY	06:00:21.551	94.778
EUR-JPY	06:00:21.621	123.555
EUR-USD	06:00:21.672	1.30364
EUR-JPY	06:00:22.129	123.555
EUR-USD	06:00:22.330	1.30365
EUR-USD	06:00:22.878	1.30364
EUR-JPY	06:00:23.225	123.554
EUR-JPY	06:00:23.386	123.553
EUR-USD	06:00:23.397	1.30362
EUR-JPY	06:00:23.468	123.552
EUR-USD	06:00:23.471	1.30363
EUR-JPY	06:00:23.921	123.552
USD-JPY	06:00:23.950	94.78
EUR-JPY	06:00:23.983	123.553
EUR-JPY	06:00:24.050	123.554
USD-JPY	06:00:24.312	94.779
EUR-JPY	06:00:24.930	123.553
EUR-USD	06:00:25.585	1.30363
USD-JPY	06:00:26.000	94.778
EUR-JPY	06:00:26.119	123.553
EUR-USD	06:00:26.120	1.30361
EUR-USD	06:00:28.225	1.3036
EUR-JPY	06:00:28.391	123.554
EUR-USD	06:00:29.261	1.3036
EUR-USD	06:00:29.772	1.3036
EUR-JPY	06:00:30.520	123.553
EUR-USD	06:00:30.540	1.3036
USD-JPY	06:00:30.801	94.779
EUR-JPY	06:00:30.940	123.553
USD-JPY	06:00:30.981	94.782
EUR-JPY	06:00:31.000	123.556
EUR-USD	06:00:31.080	1.3036
USD-JPY	06:00:31.101	94.782
USD-JPY	06:00:31.161	94.785
EUR-JPY	06:00:31.180	123.559
USD-JPY	06:00:31.280	94.786
EUR-JPY	06:00:31.540	123.559
EUR-JPY	06:00:32.338	123.562
USD-JPY	06:00:32.410	94.787
EUR-JPY	06:00:33.300	123.562
EUR-USD	06:00:33.501	1.30357
USD-JPY	06:00:34.081	94.785
EUR-JPY	06:00:34.121	123.561
USD-JPY	06:00:34.200	94.787
EUR-JPY	06:00:34.300	123.565
USD-JPY	06:00:34.321	94.788
EUR-JPY	06:00:34.849	123.566
USD-JPY	06:00:35.710	94.789
EUR-JPY	06:00:35.730	123.566
EUR-JPY	06:00:35.971	123.569
USD-JPY	06:00:36.011	94.793
EUR-JPY	06:00:36.329	123.569
USD-JPY	06:00:36.381	94.792
EUR-JPY	06:00:36.659	123.569
EUR-JPY	06:00:37.841	123.567
USD-JPY	06:00:37.842	94.789
EUR-JPY	06:00:37.901	123.567
EUR-JPY	06:00:38.451	123.565
EUR-JPY	06:00:39.129	123.565
EUR-USD	06:00:39.371	1.30358
EUR-JPY	06:00:39.829	123.565
EUR-USD	06:00:40.160	1.30358
USD-JPY	06:00:40.170	94.789
EUR-JPY	06:00:40.470	123.565
EUR-USD	06:00:40.671	1.30358
EUR-JPY	06:00:41.880	123.565
EUR-JPY	06:00:42.000	123.567
EUR-USD	06:00:42.030	1.30358
EUR-USD	06:00:43.390	1.30357
EUR-JPY	06:00:43.669	123.567
EUR-JPY	06:00:44.529	123.568
EUR-USD	06:00:44.560	1.30359
USD-JPY	06:00:45.000	94.789
EUR-USD	06:00:45.120	1.30359
USD-JPY	06:00:45.120	94.789
EUR-JPY	06:00:45.130	123.568
USD-JPY	06:00:45.540	94.789
EUR-JPY	06:00:45.569	123.567
USD-JPY	06:00:45.720	94.789
EUR-JPY	06:00:46.081	123.568
EUR-JPY	06:00:46.840	123.568
EUR-JPY	06:00:47.100	123.567
EUR-JPY	06:00:47.629	123.567
EUR-JPY	06:00:48.465	123.567
USD-JPY	06:00:48.500	94.79
USD-JPY	06:00:48.561	94.792
EUR-JPY	06:00:48.590	123.569
EUR-JPY	06:00:48.650	123.57
USD-JPY	06:00:48.800	94.792
USD-JPY	06:00:48.860	94.792
USD-JPY	06:00:48.921	94.793
EUR-JPY	06:00:48.950	123.571
USD-JPY	06:00:49.041	94.795
EUR-JPY	06:00:49.130	123.571
EUR-USD	06:00:49.151	1.30359
EUR-JPY	06:00:49.191	123.572
EUR-JPY	06:00:49.251	123.572
EUR-USD	06:00:49.272	1.30356
EUR-USD	06:00:50.243	1.30356
EUR-JPY	06:00:50.243	123.569
EUR-JPY	06:00:50.322	123.569
EUR-USD	06:00:50.324	1.30358
EUR-USD	06:00:50.510	1.30359
EUR-JPY	06:00:51.109	123.572
EUR-USD	06:00:51.320	1.30359
USD-JPY	06:00:51.470	94.793
EUR-JPY	06:00:51.499	123.571
USD-JPY	06:00:51.590	94.793
USD-JPY	06:00:51.831	94.79
EUR-JPY	06:00:51.859	123.568
EUR-JPY	06:00:51.920	123.566
EUR-USD	06:00:52.100	1.30359
USD-JPY	06:00:53.930	94.79
USD-JPY	06:00:55.363	94.79
USD-JPY	06:00:55.430	94.792
EUR-JPY	06:00:55.530	123.566
EUR-USD	06:00:55.570	1.30359
EUR-JPY	06:00:55.650	123.569
USD-JPY	06:00:55.791	94.788
USD-JPY	06:00:55.851	94.79
USD-JPY	06:00:56.090	94.79
EUR-JPY	06:00:56.140	123.569
EUR-USD	06:00:56.224	1.30359
USD-JPY	06:00:57.534	94.788
EUR-JPY	06:00:57.690	123.567
EUR-JPY	06:00:57.750	123.567
USD-JPY	06:00:58.081	94.787
EUR-JPY	06:00:58.110	123.561
USD-JPY	06:00:58.736	94.787
USD-JPY	06:00:59.070	94.787
EUR-JPY	06:00:59.169	123.561
EUR-USD	06:00:59.441	1.30359
EUR-USD	06:00:59.943	1.30359
USD-JPY	06:01:00.001	94.787
EUR-JPY	06:01:00.441	123.564
USD-JPY	06:01:00.552	94.787
USD-JPY	06:01:01.031	94.787
EUR-JPY	06:01:01.223	123.565
USD-JPY	06:01:01.570	94.787
EUR-JPY	06:01:01.950	123.562
EUR-JPY	06:01:02.339	123.562
EUR-JPY	06:01:02.529	123.562
USD-JPY	06:01:04.800	94.786
EUR-JPY	06:01:04.840	123.561
EUR-JPY	06:01:05.020	123.557
USD-JPY	06:01:05.160	94.781
EUR-JPY	06:01:06.950	123.56
EUR-JPY	06:01:07.070	123.554
USD-JPY	06:01:07.141	94.78
EUR-USD	06:01:07.184	1.30359
EUR-JPY	06:01:07.192	123.553
EUR-JPY	06:01:07.252	123.553
USD-JPY	06:01:07.691	94.778
EUR-USD	06:01:07.701	1.30359
EUR-JPY	06:01:08.356	123.55
EUR-JPY	06:01:08.970	123.55
EUR-JPY	06:01:09.089	123.554
USD-JPY	06:01:09.962	94.775
EUR-JPY	06:01:09.971	123.55
USD-JPY	06:01:10.082	94.77
EUR-JPY	06:01:10.091	123.546
USD-JPY	06:01:10.201	94.769
EUR-JPY	06:01:10.211	123.544
EUR-USD	06:01:10.280	1.30359
USD-JPY	06:01:10.394	94.769
EUR-JPY	06:01:10.404	123.541
EUR-JPY	06:01:10.470	123.541
USD-JPY	06:01:10.940	94.769
EUR-JPY	06:01:11.012	123.54
EUR-JPY	06:01:11.070	123.54
EUR-USD	06:01:11.242	1.30359
EUR-JPY	06:01:12.299	123.541
EUR-USD	06:01:12.900	1.30359
USD-JPY	06:01:13.490	94.769
EUR-JPY	06:01:13.510	123.541
EUR-USD	06:01:16.330	1.30359
USD-JPY	06:01:17.750	94.767
EUR-JPY	06:01:17.789	123.54
USD-JPY	06:01:17.931	94.765
EUR-JPY	06:01:17.970	123.538
USD-JPY	06:01:17.991	94.765
EUR-JPY	06:01:18.089	123.538
USD-JPY	06:01:18.110	94.767
USD-JPY	06:01:18.178	94.767
EUR-USD	06:01:18.200	1.30359
EUR-JPY	06:01:18.221	123.538
EUR-JPY	06:01:18.639	123.538
USD-JPY	06:01:18.721	94.767
USD-JPY	06:01:19.241	94.767
USD-JPY	06:01:20.190	94.767
EUR-USD	06:01:20.221	1.30359
EUR-JPY	06:01:20.413	123.538
EUR-JPY	06:01:20.484	123.539
EUR-USD	06:01:20.740	1.30359
USD-JPY	06:01:20.775	94.767
EUR-JPY	06:01:21.860	123.539
EUR-USD	06:01:23.580	1.30358
EUR-JPY	06:01:24.771	123.536
USD-JPY	06:01:24.792	94.763
EUR-JPY	06:01:24.831	123.535
EUR-JPY	06:01:24.891	123.531
USD-JPY	06:01:24.910	94.763
USD-JPY	06:01:25.090	94.761
USD-JPY	06:01:25.170	94.763
USD-JPY	06:01:25.304	94.765
USD-JPY	06:01:25.377	94.765
EUR-JPY	06:01:25.443	123.534
EUR-JPY	06:01:25.571	123.538
USD-JPY	06:01:25.800	94.765
EUR-JPY	06:01:25.811	123.538
USD-JPY	06:01:26.361	94.766
EUR-JPY	06:01:26.400	123.54
EUR-JPY	06:01:26.580	123.54
USD-JPY	06:01:26.882	94.763
EUR-JPY	06:01:27.010	123.536
EUR-JPY	06:01:27.370	123.533
EUR-JPY	06:01:27.930	123.532
USD-JPY	06:01:28.353	94.763
EUR-JPY	06:01:28.410	123.532
EUR-USD	06:01:28.771	1.30358
EUR-USD	06:01:29.990	1.30361
EUR-JPY	06:01:30.069	123.533
USD-JPY	06:01:31.752	94.761
EUR-JPY	06:01:31.834	123.531
EUR-USD	06:01:33.352	1.30361
USD-JPY	06:01:34.030	94.761
EUR-JPY	06:01:34.079	123.53
USD-JPY	06:01:34.151	94.758
USD-JPY	06:01:34.211	94.758
EUR-JPY	06:01:34.261	123.527
USD-JPY	06:01:34.690	94.759
EUR-JPY	06:01:34.799	123.528
USD-JPY	06:01:34.810	94.759
EUR-JPY	06:01:34.920	123.529
EUR-JPY	06:01:34.981	123.529
USD-JPY	06:01:35.050	94.762
USD-JPY	06:01:35.290	94.763
EUR-USD	06:01:35.320	1.30359
EUR-JPY	06:01:35.340	123.534
EUR-JPY	06:01:36.028	123.534
USD-JPY	06:01:36.046	94.765
EUR-JPY	06:01:36.092	123.539
USD-JPY	06:01:36.114	94.768
USD-JPY	06:01:36.650	94.768
EUR-JPY	06:01:36.650	123.54
EUR-USD	06:01:37.230	1.30361
EUR-USD	06:01:37.750	1.30361
EUR-JPY	06:01:41.760	123.542
USD-JPY	06:01:41.800	94.769
EUR-JPY	06:01:42.445	123.543
USD-JPY	06:01:42.610	94.769
EUR-JPY	06:01:42.791	123.543
USD-JPY	06:01:43.151	94.77
EUR-JPY	06:01:43.410	123.544
EUR-USD	06:01:43.542	1.3036
EUR-JPY	06:01:43.931	123.544
EUR-USD	06:01:44.101	1.30361
EUR-JPY	06:01:44.702	123.545
USD-JPY	06:01:44.841	94.77
EUR-JPY	06:01:45.060	123.546
USD-JPY	06:01:45.142	94.775
EUR-USD	06:01:45.170	1.30361
EUR-JPY	06:01:45.181	123.551
USD-JPY	06:01:45.270	94.777
EUR-JPY	06:01:45.300	123.554
EUR-JPY	06:01:45.360	123.554
USD-JPY	06:01:45.405	94.779
USD-JPY	06:01:45.472	94.78
EUR-JPY	06:01:45.481	123.557
USD-JPY	06:01:45.531	94.781
EUR-USD	06:01:45.850	1.30361
EUR-JPY	06:01:46.040	123.558
USD-JPY	06:01:46.130	94.781
USD-JPY	06:01:46.252	94.779
EUR-JPY	06:01:46.280	123.556
EUR-USD	06:01:46.410	1.30361
USD-JPY	06:01:46.610	94.778
USD-JPY	06:01:46.910	94.778
EUR-USD	06:01:49.371	1.30361
USD-JPY	06:01:50.560	94.778
USD-JPY	06:01:51.531	94.778
EUR-JPY	06:01:51.613	123.557
EUR-USD	06:01:51.691	1.30361
USD-JPY	06:01:51.770	94.788
EUR-JPY	06:01:51.860	123.568
EUR-USD	06:01:52.290	1.30361
USD-JPY	06:01:52.310	94.788
EUR-JPY	06:01:52.421	123.568
EUR-JPY	06:01:52.939	123.568
EUR-JPY	06:01:52.999	123.568
USD-JPY	06:01:54.771	94.788
USD-JPY	06:01:55.250	94.787
EUR-JPY	06:01:55.279	123.565
USD-JPY	06:01:55.311	94.785
EUR-JPY	06:01:55.414	123.563
USD-JPY	06:01:55.432	94.783
EUR-JPY	06:01:55.481	123.562
EUR-JPY	06:01:55.601	123.558
USD-JPY	06:01:55.621	94.781
EUR-JPY	06:01:55.780	123.557
USD-JPY	06:01:55.800	94.781
EUR-JPY	06:01:55.900	123.558
EUR-JPY	06:01:56.080	123.561
EUR-USD	06:01:56.110	1.30361
USD-JPY	06:01:56.161	94.784
EUR-JPY	06:01:56.320	123.565
USD-JPY	06:01:56.700	94.784
USD-JPY	06:01:57.468	94.784
EUR-JPY	06:01:57.610	123.563
EUR-JPY	06:01:57.730	123.565
USD-JPY	06:01:57.771	94.786
USD-JPY	06:01:57.831	94.787
EUR-JPY	06:01:57.911	123.565
USD-JPY	06:01:58.994	94.787
EUR-JPY	06:01:59.030	123.568
USD-JPY	06:01:59.065	94.787
USD-JPY	06:02:00.110	94.788
USD-JPY	06:02:00.673	94.788
EUR-JPY	06:02:01.109	123.568
USD-JPY	06:02:02.960	94.787
EUR-JPY	06:02:02.989	123.568
USD-JPY	06:02:03.080	94.787
EUR-JPY	06:02:03.289	123.566
USD-JPY	06:02:03.712	94.784
USD-JPY	06:02:04.390	94.784
EUR-USD	06:02:05.061	1.30361
USD-JPY	06:02:06.230	94.784
EUR-JPY	06:02:06.270	123.565
USD-JPY	06:02:06.772	94.787
EUR-JPY	06:02:06.800	123.568
USD-JPY	06:02:06.830	94.787
EUR-JPY	06:02:06.979	123.568
USD-JPY	06:02:07.550	94.788
EUR-JPY	06:02:07.729	123.568
EUR-JPY	06:02:07.909	123.568
EUR-JPY	06:02:09.114	123.569
USD-JPY	06:02:10.000	94.789
USD-JPY	06:02:10.061	94.79
EUR-JPY	06:02:10.100	123.571
EUR-JPY	06:02:10.162	123.576
USD-JPY	06:02:10.240	94.796
EUR-JPY	06:02:10.281	123.579
EUR-JPY	06:02:10.400	123.582
USD-JPY	06:02:10.481	94.797
USD-JPY	06:02:10.721	94.799
EUR-JPY	06:02:10.760	123.582
EUR-JPY	06:02:10.939	123.582
USD-JPY	06:02:11.020	94.799
EUR-JPY	06:02:11.479	123.582
USD-JPY	06:02:11.550	94.798
EUR-USD	06:02:12.149	1.30363
EUR-JPY	06:02:12.162	123.582
USD-JPY	06:02:12.230	94.798
EUR-USD	06:02:13.013	1.30363
EUR-USD	06:02:15.161	1.30364
USD-JPY	06:02:15.172	94.8
EUR-JPY	06:02:15.352	123.582
USD-JPY	06:02:15.650	94.799
EUR-JPY	06:02:15.779	123.582
EUR-JPY	06:02:16.080	123.581
USD-JPY	06:02:17.021	94.796
EUR-JPY	06:02:17.229	123.579
USD-JPY	06:02:17.717	94.797
EUR-JPY	06:02:17.930	123.579
USD-JPY	06:02:18.870	94.797
USD-JPY	06:02:18.991	94.797
EUR-USD	06:02:19.181	1.30364
USD-JPY	06:02:19.530	94.797
USD-JPY	06:02:20.150	94.797
USD-JPY	06:02:21.462	94.797
USD-JPY	06:02:21.580	94.797
USD-JPY	06:02:22.770	94.797
EUR-JPY	06:02:22.841	123.58
EUR-JPY	06:02:22.960	123.578
EUR-USD	06:02:22.970	1.30364
USD-JPY	06:02:23.072	94.795
EUR-JPY	06:02:23.140	123.579
USD-JPY	06:02:23.750	94.795
EUR-JPY	06:02:23.751	123.579
EUR-JPY	06:02:24.840	123.579
USD-JPY	06:02:29.540	94.797
EUR-JPY	06:02:29.600	123.581
EUR-USD	06:02:29.840	1.30363
EUR-USD	06:02:30.399	1.30363
EUR-JPY	06:02:30.572	123.581
EUR-USD	06:02:30.901	1.30363
EUR-JPY	06:02:31.000	123.581
EUR-JPY	06:02:31.181	123.584
EUR-USD	06:02:31.202	1.30366
EUR-USD	06:02:31.453	1.30366
EUR-JPY	06:02:31.540	123.584
EUR-USD	06:02:31.701	1.30366
EUR-USD	06:02:31.762	1.30366
USD-JPY	06:02:31.811	94.797
EUR-JPY	06:02:31.841	123.586
EUR-USD	06:02:31.891	1.3037
EUR-JPY	06:02:31.900	123.587
USD-JPY	06:02:32.171	94.797
EUR-USD	06:02:32.430	1.3037
EUR-JPY	06:02:32.440	123.586
USD-JPY	06:02:32.471	94.797
EUR-USD	06:02:34.441	1.3037
EUR-JPY	06:02:34.709	123.586
EUR-JPY	06:02:39.750	123.586
EUR-JPY	06:02:39.810	123.589
USD-JPY	06:02:39.860	94.799
EUR-USD	06:02:39.902	1.3037
EUR-USD	06:02:41.780	1.3037
EUR-USD	06:02:42.081	1.3037
USD-JPY	06:02:42.081	94.799
EUR-JPY	06:02:42.101	123.59
EUR-USD	06:02:42.141	1.3037
EUR-USD	06:02:42.213	1.30371
EUR-JPY	06:02:42.221	123.591
EUR-JPY	06:02:42.341	123.591
EUR-USD	06:02:42.522	1.30374
USD-JPY	06:02:42.621	94.799
EUR-JPY	06:02:42.700	123.592
EUR-USD	06:02:42.701	1.30374
EUR-JPY	06:02:42.761	123.593
EUR-JPY	06:02:43.059	123.592
USD-JPY	06:02:43.140	94.799
EUR-USD	06:02:43.240	1.30374
EUR-JPY	06:02:43.249	123.593
EUR-JPY	06:02:44.721	123.593
EUR-USD	06:02:47.814	1.30373
USD-JPY	06:02:47.870	94.799
EUR-JPY	06:02:47.921	123.591
EUR-JPY	06:02:47.981	123.591
USD-JPY	06:02:47.992	94.797
USD-JPY	06:02:48.111	94.796
EUR-USD	06:02:48.122	1.30374
EUR-JPY	06:02:48.280	123.588
EUR-JPY	06:02:48.340	123.585
USD-JPY	06:02:48.651	94.794
EUR-USD	06:02:48.661	1.30371
EUR-JPY	06:02:48.701	123.582
EUR-USD	06:02:48.722	1.3037
EUR-JPY	06:02:48.760	123.582
USD-JPY	06:02:48.892	94.794
EUR-USD	06:02:48.970	1.3037
USD-JPY	06:02:49.013	94.794
EUR-USD	06:02:49.031	1.30372
EUR-JPY	06:02:49.190	123.585
USD-JPY	06:02:49.251	94.794
USD-JPY	06:02:49.612	94.796
EUR-JPY	06:02:49.730	123.589
USD-JPY	06:02:50.030	94.796
USD-JPY	06:02:50.151	94.797
EUR-JPY	06:02:50.270	123.589
EUR-JPY	06:02:50.901	123.589
USD-JPY	06:02:52.243	94.796
EUR-JPY	06:02:52.370	123.589
EUR-USD	06:02:52.490	1.30373
USD-JPY	06:02:52.792	94.796
EUR-JPY	06:02:52.811	123.592
EUR-USD	06:02:52.850	1.30375
EUR-JPY	06:02:53.050	123.592
EUR-USD	06:02:53.091	1.30376
EUR-JPY	06:02:53.110	123.592
EUR-USD	06:02:53.619	1.30376
EUR-JPY	06:02:53.753	123.592
EUR-JPY	06:02:54.322	123.594
USD-JPY	06:02:56.741	94.796
USD-JPY	06:02:56.860	94.798
EUR-JPY	06:02:56.880	123.595
EUR-USD	06:02:57.051	1.30376
EUR-USD	06:03:01.463	1.30376
EUR-USD	06:03:02.000	1.30376
EUR-JPY	06:03:02.390	123.593
USD-JPY	06:03:02.511	94.798
EUR-USD	06:03:09.065	1.30375
EUR-JPY	06:03:09.066	123.592
USD-JPY	06:03:13.790	94.797
USD-JPY	06:03:14.922	94.794
EUR-JPY	06:03:14.981	123.591
USD-JPY	06:03:15.041	94.793
EUR-JPY	06:03:15.110	123.589
USD-JPY	06:03:15.160	94.793
USD-JPY	06:03:15.461	94.79
EUR-USD	06:03:15.471	1.30376
USD-JPY	06:03:15.521	94.789
EUR-JPY	06:03:15.532	123.581
EUR-USD	06:03:16.020	1.30375
EUR-USD	06:03:16.200	1.30375
USD-JPY	06:03:16.361	94.788
EUR-USD	06:03:16.760	1.30375
EUR-USD	06:03:17.310	1.30375
EUR-USD	06:03:19.751	1.30374
EUR-JPY	06:03:19.782	123.581
EUR-JPY	06:03:20.429	123.58
EUR-USD	06:03:20.550	1.30373
EUR-USD	06:03:21.831	1.30373
EUR-JPY	06:03:21.891	123.579
USD-JPY	06:03:21.915	94.788
EUR-USD	06:03:22.431	1.30373
USD-JPY	06:03:23.251	94.788
EUR-JPY	06:03:23.261	123.579
EUR-USD	06:03:24.630	1.30374
EUR-JPY	06:03:27.860	123.577
EUR-USD	06:03:27.962	1.3037
EUR-JPY	06:03:28.159	123.575
EUR-USD	06:03:28.200	1.3037
EUR-JPY	06:03:28.461	123.575
EUR-USD	06:03:28.501	1.3037
EUR-JPY	06:03:31.949	123.576
USD-JPY	06:03:31.960	94.788
USD-JPY	06:03:33.760	94.788
EUR-JPY	06:03:33.801	123.578
USD-JPY	06:03:34.190	94.788
USD-JPY	06:03:35.524	94.788
EUR-JPY	06:03:36.554	123.576
USD-JPY	06:03:36.623	94.787
USD-JPY	06:03:38.450	94.788
USD-JPY	06:03:38.964	94.788
EUR-USD	06:03:40.140	1.30372
USD-JPY	06:03:40.250	94.788
USD-JPY	06:03:40.311	94.784
EUR-JPY	06:03:40.332	123.575
EUR-JPY	06:03:40.391	123.572
USD-JPY	06:03:40.430	94.782
EUR-JPY	06:03:40.450	123.572
EUR-JPY	06:03:40.569	123.57
USD-JPY	06:03:41.040	94.782
EUR-JPY	06:03:41.109	123.573
USD-JPY	06:03:41.162	94.785
EUR-JPY	06:03:41.291	123.574
USD-JPY	06:03:42.289	94.786
EUR-JPY	06:03:42.291	123.575
EUR-USD	06:03:42.360	1.30372
EUR-JPY	06:03:42.719	123.575
USD-JPY	06:03:43.391	94.784
EUR-JPY	06:03:43.740	123.573
USD-JPY	06:03:43.908	94.784
EUR-JPY	06:03:45.039	123.574
EUR-JPY	06:03:46.809	123.574
USD-JPY	06:03:46.831	94.784
USD-JPY	06:03:46.952	94.781
USD-JPY	06:03:47.071	94.78
EUR-JPY	06:03:47.110	123.566
USD-JPY	06:03:47.190	94.779
EUR-JPY	06:03:47.290	123.565
EUR-JPY	06:03:47.410	123.565
USD-JPY	06:03:47.731	94.778
EUR-JPY	06:03:48.162	123.566
EUR-USD	06:03:48.193	1.30374
EUR-USD	06:03:48.262	1.30376
EUR-JPY	06:03:48.280	123.571
EUR-USD	06:03:48.810	1.30378
EUR-JPY	06:03:48.810	123.571
USD-JPY	06:03:49.210	94.777
EUR-JPY	06:03:49.211	123.571
EUR-USD	06:03:51.470	1.30379
EUR-JPY	06:03:51.751	123.571
EUR-USD	06:03:51.800	1.30377
EUR-JPY	06:03:51.810	123.571
USD-JPY	06:03:52.939	94.779
EUR-JPY	06:03:53.419	123.568
USD-JPY	06:03:53.420	94.779
EUR-JPY	06:03:53.480	123.568
USD-JPY	06:03:53.843	94.777
EUR-JPY	06:03:54.039	123.567
EUR-JPY	06:03:55.040	123.567
EUR-USD	06:03:55.100	1.30377
EUR-JPY	06:03:55.341	123.57
EUR-USD	06:03:55.403	1.30379
EUR-USD	06:03:55.820	1.30379
EUR-USD	06:03:56.330	1.30379
EUR-JPY	06:03:56.350	123.571
USD-JPY	06:03:56.620	94.778
USD-JPY	06:03:56.681	94.78
EUR-JPY	06:03:56.750	123.574
EUR-JPY	06:03:57.169	123.574
EUR-USD	06:03:57.231	1.30379
USD-JPY	06:03:58.353	94.78
EUR-JPY	06:03:58.479	123.574
EUR-JPY	06:03:58.729	123.573
USD-JPY	06:03:58.870	94.78
EUR-JPY	06:03:59.164	123.571
EUR-JPY	06:04:00.151	123.57
